1,1_DOCFILT-4-0.08-4,1_DOCFILT-4-0.3-3,1_DOCFILT-4-0.3-4,2,2_DOCFILT-4-0.08-4,2_DOCFILT-4-0.3-3,2_DOCFILT-4-0.3-4,3,3_DOCFILT-4-0.08-4,3_DOCFILT-4-0.3-3,3_DOCFILT-4-0.3-4
0.011291676203555352,0.00030518043793392844,7.629510948348211e-05,0.00022888532845044633,0.0050354772259098195,0.00022888532845044633,7.629510948348211e-05,0.00030518043793392844,-0.01441977569237812,-0.00038147554741741054,0.0,-0.00015259021896696422
0.00976577401388571,0.0018310826276035706,0.0007629510948348211,0.0015259021896696422,0.0057984283207446405,0.001373311970702678,0.0009918364232852674,0.0019073777370870527,-0.013199053940642405,-0.002365148393987945,-0.00015259021896696422,-0.0010681315327687496
0.012588693064774548,0.004882887006942855,0.002365148393987945,0.004043640802624552,0.007782101167315175,0.0036621652552071412,0.0030518043793392844,0.005264362554360266,-0.015869382772564278,-0.005645838101777676,-0.00045777065690089265,-0.002365148393987945
0.01594567788204776,0.007858396276798657,0.004577706569008927,0.00648508430609598,0.011902037079423208,0.005951018539711604,0.005951018539711604,0.008468757152666513,-0.015030136568245976,-0.007858396276798657,-0.0007629510948348211,-0.0024414435034714275
0.014038300144960708,0.008926527809567406,0.006332494087129015,0.007248035400930801,0.00976577401388571,0.006637674525062943,0.008392462043183032,0.009536888685435264,-0.012741283283741512,-0.0073243305104142824,-0.0009918364232852674,-0.0009155413138017853
0.01373311970702678,0.008163576714732586,0.006713969634546426,0.006408789196612497,0.008545052262149997,0.0057984283207446405,0.009231708247501335,0.008773937590600443,-0.011444266422522316,-0.0061799038681620505,-0.0012207217517357137,0.00022888532845044633
0.013809414816510261,0.00686655985351339,0.005722133211261158,0.005111772335393301,0.009002822919050888,0.004501411459525444,0.008468757152666513,0.007476920729381247,-0.013199053940642405,-0.007248035400930801,-0.0016784924086366065,-0.0006103608758678569
0.013504234378576334,0.005569542992294194,0.0039673456931410694,0.0036621652552071412,0.007858396276798657,0.0031280994888227666,0.006790264744029908,0.006408789196612497,-0.017853055619134812,-0.009689478904402228,-0.0019073777370870527,-0.0025177386129549098
0.011596856641489281,0.00434882124055848,0.002365148393987945,0.0022888532845044634,0.006713969634546426,0.0017547875181200886,0.005188067444876783,0.005340657663843748,-0.01915007248035401,-0.010681315327687495,-0.0015259021896696422,-0.002822919050888838
0.009536888685435264,0.003585870145723659,0.0014496070801861601,0.001373311970702678,0.0042725261310749985,0.00045777065690089265,0.004196231021591516,0.004425116350041962,-0.01487754634927901,-0.009155413138017853,-0.00030518043793392844,-0.0008392462043183033
